"","GSM2544275","GSM2544276","GSM2544277","GSM2544278","GSM2544279","GSM2544280","GSM2544281","GSM2544282","GSM2544283","GSM2544284","GSM2544285","GSM2544286","GSM2544287","GSM2544288","GSM2544289","GSM2544290","GSM2544291","GSM2544292","GSM2544293","GSM2544294","GSM2544295","GSM2544296","GSM2544297","GSM2544298","GSM2544299","GSM2544300","GSM2544301","GSM2544302","GSM2544303","GSM2544304","GSM2544305","GSM2544306","GSM2544307","GSM2544308","GSM2544309","GSM2544310","GSM2544311","GSM2544312","GSM2544313","GSM2544314","GSM2544315","GSM2544316","GSM2544317","GSM2544318","GSM2544319","GSM2544320","GSM2544321","GSM2544322","GSM2544323","GSM2544324","GSM2544325","GSM2544326","GSM2544327","GSM2544328","GSM2544329","GSM2544330","GSM2544331","GSM2544332","GSM2544333","GSM2544334","GSM2544335"
"ERCC6L",4.92874,5.35839,5.03296,5.07867,4.91251,4.72832,4.97914,4.76214,5.25277,5.09164,5.34081,5.01079,5.25249,4.87187,4.71072,4.7952,4.74158,4.9782,4.95004,5.36605,5.19082,5.00187,4.83272,4.46793,5.17511,4.85229,4.71693,4.64825,4.91544,4.98507,4.9852,5.16656,5.06291,5.07415,4.98141,4.6634,5.04732,5.22929,5.05245,5.2217,5.14948,4.66296,4.67855,4.60942,4.82711,4.99107,4.82466,4.66192,4.37994,4.7286,4.59887,4.32954,4.98962,4.64582,4.94656,4.59581,4.61237,4.42186,4.53558,4.37822,4.29705
"ERCC6L2",6.3576,6.57056,6.52236,6.43879,6.44506,6.59821,6.54789,6.39701,6.37912,6.38647,6.55281,6.47013,6.61266,6.41512,6.26029,6.71561,6.6942,6.38647,6.54762,6.39389,6.2994,6.70292,6.42384,6.38647,6.05373,6.38647,6.50204,6.30715,6.5453,6.58796,6.41375,6.19957,6.38647,6.24406,6.12584,6.65205,6.44241,6.80857,6.38647,6.48084,6.41732,6.18146,6.53262,6.05108,6.35111,6.24149,6.20048,6.13811,6.34396,6.4176,6.25402,6.32064,6.16323,6.40167,6.29112,6.34577,6.05754,6.38098,6.25771,6.24619,6.00486
"ERCC8",5.2239,5.70363,5.21228,5.22809,5.2078,5.26276,5.0841,5.30453,5.03356,5.06643,5.21228,5.21262,5.39498,5.21228,5.06424,5.28905,5.4069,4.83149,4.9277,5.54792,5.12948,5.24201,5.19202,5.39166,5.13212,5.61758,5.04322,5.12415,5.28679,5.45142,4.77992,5.07646,5.21138,5.29414,5.12421,5.18915,5.24468,5.21228,4.90878,5.22925,5.23873,5.22582,5.12226,5.21546,5.06556,5.33046,5.25358,5.52061,5.31909,5.42429,5.15532,5.16509,5.13986,5.34739,5.39152,5.18818,5.1114,5.11701,5.32824,5.40306,4.88407
"EREG",2.90532,2.82555,3.03703,2.88877,2.9791,2.98255,2.8541,2.91112,2.82589,2.94763,3.06899,2.90622,2.89288,2.77665,2.97674,2.8546,2.94732,2.8333,2.90308,2.91633,3.01072,3.05197,2.93492,2.95664,2.89353,2.83706,2.93655,2.8108,2.93002,3.11224,2.99121,3.09993,2.77979,2.93006,3.01697,2.90157,3.03703,2.83608,3.02434,2.91774,2.88743,2.98162,2.91224,2.82138,2.86783,3.09116,3.01969,2.89307,2.84859,2.83844,2.89025,2.83283,3.13136,2.79571,3.01193,3.05033,2.996,2.75424,2.74691,2.95018,2.95692
"ERF",5.24647,5.09117,5.44475,4.91738,5.05781,4.98412,5.06809,5.37135,5.27891,5.27621,5.29903,5.06532,5.39039,5.54721,5.19079,5.25063,5.1608,5.41116,4.95389,5.05557,4.93554,5.37301,5.40481,5.18612,4.89011,5.35228,5.14821,5.24038,4.89898,5.25023,5.13599,5.28941,5.25084,5.07525,5.16261,4.76118,5.26124,5.46783,5.27705,5.24171,5.52972,5.53835,5.40523,5.07862,5.52873,5.37368,5.49418,5.17229,5.53924,5.37951,5.56945,5.34419,5.25157,5.05048,5.28432,5.38271,5.58022,5.26914,5.33528,5.23204,5.63942
"ERG",7.4804,7.16026,7.54201,6.585,7.20819,7.45931,7.09344,7.78126,7.31496,6.95569,7.40787,7.5174,7.05301,7.52039,7.08145,7.54063,7.23359,7.29267,7.26337,7.11682,6.99052,7.182,7.08814,7.17228,6.26679,6.72993,6.68439,6.8793,7.16869,7.17175,6.69672,7.29952,6.90237,7.17605,5.78187,7.28401,7.47783,7.53066,7.37699,7.15189,7.20342,6.73296,6.7263,7.01893,6.71481,6.06484,6.82941,7.01729,6.90427,6.85343,7.05238,6.81097,6.44406,6.68523,6.96272,7.06679,6.60018,7.17732,7.09553,6.97224,6.44125
"ERGIC1",5.66317,5.55086,5.625,5.52116,5.83038,5.55063,5.65923,5.65841,5.51606,5.67129,5.43201,5.50358,5.64811,5.59265,5.54769,5.37506,5.4583,5.48832,5.19747,5.53299,5.40004,5.57209,5.39209,5.58905,5.10476,5.8039,5.41476,5.64728,5.46934,5.30223,5.38006,5.86656,5.71821,5.59694,5.54175,5.89863,5.79177,5.8024,5.53406,5.77892,5.54748,5.81369,5.45369,5.94967,5.44268,5.28307,5.58905,5.58905,5.66505,5.62537,5.79359,5.65351,5.4186,5.62792,5.66501,5.76483,5.4962,5.73892,5.59008,5.62186,5.59562
"ERGIC2",10.3198,10.009,10.2729,10.2996,10.9207,10.1422,10.3068,10.4296,10.0222,9.80978,10.009,9.97691,9.85553,10.0217,9.97144,9.91069,10.2942,9.9083,9.89778,9.80062,9.94876,9.98361,10.0743,10.0977,9.73166,9.99007,9.95395,10.0399,10.0268,9.97689,9.77217,10.3725,9.9918,9.74174,9.39708,9.86034,10.2039,10.0196,9.79068,10.009,10.2976,9.91496,10.1602,10.1593,9.73524,9.80358,9.95648,9.64628,9.9419,10.1261,9.92005,10.0867,9.37732,10.1195,10.009,10.1525,9.93701,9.81738,10.0335,10.1695,9.62587
"ERGIC3",6.4421,6.43124,6.31149,6.67131,6.28262,6.44627,6.43255,6.33335,6.08696,6.59756,6.12345,6.32113,6.43019,6.47807,6.18573,6.3313,6.31915,6.32214,6.67156,6.02202,6.48479,6.54024,6.5308,6.55591,6.46193,6.64767,6.30528,6.69785,6.13089,6.35891,6.55767,6.73005,6.78873,6.6875,6.81051,6.41937,6.67552,6.63711,6.50301,6.63386,6.55091,6.45962,6.64128,6.69869,6.57653,6.42539,6.3867,6.34814,6.50028,6.77041,6.44724,6.33921,6.60889,6.5908,6.44199,6.43773,6.67053,6.75473,6.61106,6.53033,6.34516
"ERH",12.6465,12.7625,12.4636,12.6897,12.8766,12.7164,12.3057,12.711,12.473,12.4616,12.2108,12.7958,12.3632,12.5555,12.8354,12.8208,12.4711,12.5993,12.3569,13.1055,12.3966,12.5247,12.8031,12.8053,12.9198,12.7055,12.715,12.6467,12.6738,12.4155,12.1595,12.7473,12.7332,12.6086,12.5094,12.5226,12.8734,13.6333,13.0805,12.449,12.4891,12.3333,12.2472,12.2565,12.1854,13.2259,12.3658,13.2757,12.4314,11.9388,12.1217,12.2247,12.3546,12.3139,13.4363,12.8755,12.8404,12.4075,12.4083,13.007,12.5789
"ERI1",5.05981,5.13436,5.20534,4.95683,5.07363,4.99168,4.95902,5.10999,5.15832,5.03283,5.10271,5.10999,4.93115,5.18182,5.22403,4.96834,5.06886,4.95621,5.62153,5.36771,5.25331,5.14221,4.98742,5.10999,5.47895,5.04077,5.31606,4.95273,5.03702,5.45184,5.05497,5.21304,5.21784,5.3211,5.42525,5.29188,5.27177,5.30338,5.2094,5.3807,4.99898,4.93319,4.93442,5.09668,5.0662,4.9563,5.09052,5.11131,5.20737,4.83099,5.10999,5.06646,5.33594,4.92615,4.95237,5.03398,4.89535,5.07417,4.965,5.02907,5.07492
"ERI2",5.75109,5.60719,5.67818,5.98843,5.98992,5.93179,5.992,5.91648,6.39769,6.16508,5.63265,5.6748,5.61947,5.76865,5.48755,5.86447,6.01011,5.6875,6.21917,6.02782,6.31485,5.62413,5.82671,5.79438,5.28871,5.73276,5.55309,5.84741,5.52466,5.98674,5.92783,6.26635,5.94204,5.79149,5.81986,5.80524,5.61828,5.8422,5.68586,5.62665,5.88226,5.95448,5.81846,5.88826,5.84218,5.6936,5.3653,5.98455,5.64985,5.74674,5.69925,5.40569,6.02016,5.82291,5.88664,5.80863,5.94615,5.90518,5.93934,5.71533,5.56907
"ERI3",6.20748,5.91657,6.19523,6.28122,6.24121,6.09625,6.223,5.73888,5.8494,6.20129,6.20359,5.89082,6.21926,6.16489,6.16878,6.09874,6.09815,6.17901,5.822,5.73378,6.18083,6.12152,6.25547,6.52327,6.17731,6.39871,5.94828,6.30725,6.11563,5.89928,6.04585,6.11636,5.93656,5.80722,6.09021,6.046,5.97335,6.18164,6.23987,6.02526,6.20204,6.50121,6.19372,6.84606,6.65266,6.49819,6.28246,6.22006,6.47516,6.58442,6.2961,6.1893,6.7692,6.56665,6.40547,6.38902,6.49455,6.40842,6.47865,6.23343,6.41436
"ERI3-IT1",3.53635,3.3221,3.7243,3.075,3.29333,3.2359,4.08695,3.5476,4.04534,3.00427,3.76504,3.45013,3.81493,3.44849,3.2639,3.6047,3.66756,3.69216,3.57134,3.66441,2.64766,4.16027,3.90898,2.83621,3.91292,2.97981,4.18882,2.89327,3.26195,3.23671,4.57789,3.28355,3.9578,4.21881,3.27045,4.07867,3.24024,4.06197,4.49111,3.55203,3.23764,2.84933,2.91104,3.12381,3.22132,3.06779,3.14017,2.65202,2.91491,2.95815,3.22015,3.43264,3.06674,3.03848,3.03885,3.34872,3.57136,3.29098,2.94273,2.55114,4.03395
"ERICH1",5.09689,5.60451,5.45344,5.41093,5.56267,5.65275,5.13846,5.70076,5.30594,5.45344,5.6869,5.5403,5.55525,5.35533,5.46909,5.4541,5.47773,5.48543,5.86038,5.68192,5.69372,5.71727,5.40148,5.21397,6.02783,5.4901,5.48538,5.27176,5.18624,5.85406,5.64513,5.69478,5.51208,5.68825,5.45344,5.68112,5.19447,5.33493,5.30419,5.25382,5.69513,5.30147,5.22445,5.34627,5.27464,5.22141,5.27722,5.30852,5.35752,5.37432,5.3178,5.60872,5.26766,5.45344,5.38221,5.64303,5.34243,5.23737,5.19079,5.51265,5.64639
"ERICH1-AS1",2.71381,2.68257,2.58675,2.78386,2.82892,2.94474,2.63635,2.64108,2.66399,2.76232,2.64209,2.71809,2.57681,2.6387,2.72545,2.58626,2.72127,2.84465,2.9341,2.71053,2.7853,2.78648,2.61537,2.7416,2.98374,2.80407,2.55812,2.66308,2.70555,2.63634,2.79244,2.72335,2.67359,2.7711,2.58647,2.63955,2.58258,2.60807,2.67124,2.72766,2.66179,2.81193,2.72271,2.748,2.67146,2.66812,2.7663,2.61211,2.62106,2.5989,2.71459,2.61004,2.77939,2.69499,2.8214,2.88522,2.65514,2.71472,2.55259,2.64267,3.17056
"ERICH2",4.06596,4.98818,4.31914,4.46835,4.48061,5.42531,5.05619,4.80137,4.56969,4.69863,4.34696,4.42654,4.65903,4.54152,4.77836,4.54271,4.5952,4.54784,4.6405,4.51333,4.58219,3.94676,4.66029,4.66227,4.00184,4.62108,4.58186,4.36288,4.63451,4.36315,4.25292,3.87882,4.49351,3.9836,4.39359,4.77311,4.40382,4.38691,4.40919,3.69838,4.9338,4.41868,4.13665,4.54777,4.71666,4.22038,4.54432,4.28544,4.96193,4.86052,5.17653,3.92754,4.5088,4.81027,4.54457,4.7808,4.84946,4.59074,5.44082,4.56402,4.66542
"ERLEC1",10.7006,11.3614,11.2168,10.8815,11.5606,11.1598,10.722,10.917,10.8588,11.0049,10.627,10.9014,11.3907,11.0057,11.1937,10.9414,11.0866,10.7615,10.6457,10.4494,10.3925,10.5769,10.8455,11.2072,10.4132,11.3879,10.6692,10.8815,11.0441,10.5375,10.6209,10.707,10.491,10.5092,10.3186,10.6206,11.0485,10.489,10.7663,10.622,10.9984,11.2735,11.0294,11.0205,10.8555,10.5144,10.9904,10.9699,10.9504,10.7942,11.1852,11.1149,10.4753,11.1939,11.1986,11.0022,10.7051,10.8746,11.0893,10.7704,10.7201
"ERLIN1",9.43317,9.58211,9.47495,9.77844,9.38654,9.50904,9.74325,9.43276,9.30469,9.43781,9.3433,9.39157,9.13642,9.32165,9.31707,9.29073,9.57871,9.23861,9.36809,9.19527,9.9163,9.24899,9.43276,9.57042,8.97629,9.50246,9.5374,9.38896,9.52137,8.82881,9.0526,9.55304,9.43276,9.44068,9.19574,9.39401,9.18546,9.33616,9.33666,9.5832,9.70082,9.43276,9.13975,9.42368,9.46125,9.8668,9.33526,9.25382,9.48462,9.41113,9.5313,9.6873,9.334,9.64066,9.57519,9.26579,9.59256,9.50083,9.58923,9.43474,9.53571
"ERLIN2",6.52296,6.50108,6.58396,6.51743,6.40277,6.62215,6.88303,6.37172,6.33743,6.27632,6.3943,6.22039,6.61386,6.43292,6.8664,6.53527,6.66679,6.65382,6.14913,6.18528,6.45986,5.89697,6.55495,6.47925,6.06606,6.99008,6.15258,6.16157,6.45507,6.13542,6.34951,6.4127,6.51743,6.18258,6.40801,6.02161,6.19681,6.13447,6.14233,6.15669,6.57689,6.80319,6.67033,6.55105,6.6074,6.51209,6.57285,6.87683,6.89748,7.03375,6.79009,6.84279,6.56398,6.5524,6.86254,6.67369,6.59014,6.91109,6.76375,6.78174,6.7293
"ERMAP",4.37109,4.49092,4.3796,4.76964,4.4523,4.4433,4.4173,4.37008,4.83974,4.59276,4.36855,4.39698,4.38805,4.21928,4.57162,4.42564,4.51183,4.16996,4.6582,4.46029,4.37422,4.3702,4.4523,4.47782,4.37629,4.40417,4.19021,4.35056,4.55798,4.37178,4.19018,4.37012,4.3016,4.24873,4.08051,4.47031,4.36736,4.24904,4.2571,4.34716,4.53551,4.45454,4.72347,4.39687,4.41699,4.35373,4.67522,4.48973,4.50636,4.71236,4.48976,4.39112,4.50646,4.62931,4.56202,4.62239,4.5078,4.73973,4.56686,4.36735,4.80424
"ERMN",3.06992,3.05169,3.2771,2.84054,3.27415,3.04764,2.93715,3.19836,3.44368,3.21911,3.26045,3.15961,3.23627,3.14724,3.03859,3.26193,3.24355,3.36306,3.10394,3.18991,3.19878,3.11039,3.09865,3.2006,3.37875,3.11819,3.18809,3.1254,3.23222,3.14724,3.13963,3.16576,3.17084,3.39619,3.15467,3.36299,2.95004,3.18687,3.14512,3.28698,3.14242,3.16996,3.0833,3.02995,3.14382,3.20656,3.14724,3.14855,3.09597,3.17798,3.1384,3.14724,3.24258,3.18653,3.12672,3.14585,3.00778,3.04727,2.98632,3.08967,2.90507
"ERMP1",8.47583,8.78448,8.56409,8.71271,8.82875,8.58382,8.54952,8.60148,8.45753,8.48885,8.49575,8.63091,8.31326,8.33143,8.64357,8.43137,8.60175,8.65097,7.38637,8.22723,8.31857,8.21171,8.38949,8.31173,8.26209,8.90477,8.31267,8.42288,8.69059,8.04966,7.9373,8.04141,8.42083,8.44061,7.79085,8.44824,8.29772,8.04565,7.54154,7.78363,8.69306,9.192,8.75299,8.29226,8.49283,8.55249,8.58934,9.09497,8.73651,8.35218,8.50247,8.72847,8.42925,8.66084,8.8857,9.13968,8.78769,8.19916,8.72399,8.74875,8.47844
"ERN1",5.24504,5.76504,5.14506,5.35221,5.40084,5.10031,5.37801,4.90788,5.3019,5.27947,5.16926,5.01927,4.70721,5.25281,5.47336,5.64042,5.42859,5.17665,5.50519,4.91241,4.91809,5.24092,5.32388,5.48258,5.62965,5.625,5.02679,5.38875,5.1124,5.43573,5.43032,5.32936,5.44135,5.39387,5.23458,5.40355,5.51123,5.21562,5.35238,5.30896,5.31716,5.39478,5.60625,5.54132,5.55646,5.49243,5.49114,5.21902,5.81848,5.46201,5.47649,6.49305,5.45742,5.57215,5.22145,5.41178,5.79772,5.99676,5.38875,5.89714,5.55404
"ERN2",3.76015,3.64969,3.68701,3.68634,3.71146,3.73015,3.67792,3.76812,4.00565,3.76062,3.76936,3.94754,3.84434,3.69093,3.73015,3.70354,3.8424,3.73015,3.82744,3.81977,3.75054,3.79346,3.73015,3.73015,3.88778,3.73015,3.7823,3.73015,3.78938,3.84419,3.81408,3.73015,3.69613,3.84589,3.88231,3.81078,3.70629,3.67807,3.73015,3.76311,3.74766,3.72283,3.60823,3.56367,3.65089,3.73444,3.70588,3.66403,3.66935,3.62903,3.71536,3.71618,3.76998,3.6509,3.68448,3.69126,3.6333,3.57904,3.68903,3.6748,3.65741
